"c_npc_instance","subtitle_de","subtitle_pl","subtitle_name","dialogue_instance_name"
"NONE_5122_Karczmarz","Ich werde dir kein Wasser geben, weil es schmutzig ist, aber ich muss dir eine andere Delikatesse anbieten.","Nie dam ci wody, bo ta brudna, ale kolejny specjał zaoferować mi wypada.","DIA_Karczmarz_FARMERINFO2_03_03","DIA_Karczmarz_FARMERINFO2"
"NONE_5122_Karczmarz","Hier sind 7 Buier, für die Gesundheit, deine und meine!","Oto 7 zbóż, na zdrowie i za zdrowie, twoje i moje!","DIA_Karczmarz_FARMERINFO2_03_04","DIA_Karczmarz_FARMERINFO2"
"PC_HERO","Danke.","Dziękuję.","DIA_Karczmarz_FARMERINFO2_15_05","DIA_Karczmarz_FARMERINFO2"
"NONE_5770_Karczmarka","Hey! Bist du nicht derjenige, über den alle reden?","Hej! Czy to nie ty jesteś tym o, którym wszyscy mówią?","DIA_Karczmarka_KARCZMARKA1_03_01","DIA_Karczmarka_KARCZMARKA1"
"NONE_5770_Karczmarka","Meine Glückwünsche, Herr der Bucht und des Dorfes.","Mistrz zatoki i wioski, moje gratulacje.","DIA_Karczmarka_KARCZMARKA1_03_02","DIA_Karczmarka_KARCZMARKA1"
"NONE_5770_Karczmarka","Trinke unsere Spezialität, ein Bier mit einem unverwechselbaren Geschmack nach Waldflieder mit dem Zusatz von Heidelbeeren.","Napij się naszego specjału, piwo o wyrazistym smaku leśnego bzu z dodatkiem jagód.","DIA_Karczmarka_KARCZMARKA1_03_03","DIA_Karczmarka_KARCZMARKA1"
"PC_HERO","Danke.","Dziękuję.","DIA_Karczmarka_KARCZMARKA1_15_04","DIA_Karczmarka_KARCZMARKA1"
"NONE_5770_Karczmarka","Ich habe deinen Kampf gesehen, was für ein Spektakel.","Widziałam tę walkę, cóż za widowisko.","DIA_Karczmarka_KARCZMARKA2_03_01","DIA_Karczmarka_KARCZMARKA2"
"NONE_5770_Karczmarka","Du verdienst eine Belohnung, bitte, hier ist ein weiteres Special.","Należy ci się nagroda, proszę, oto kolejny specjał.","DIA_Karczmarka_KARCZMARKA2_03_02","DIA_Karczmarka_KARCZMARKA2"
"NONE_5770_Karczmarka","Nadelglück, aber keine Sorge, es hat keine Nadeln.","Iglasta rozkosz, ale bez obaw, żadnych igieł tu nie ma.","DIA_Karczmarka_KARCZMARKA2_03_03","DIA_Karczmarka_KARCZMARKA2"
"PC_HERO","Warum also der Name?","To czemu taka nazwa?","DIA_Karczmarka_KARCZMARKA2_15_04","DIA_Karczmarka_KARCZMARKA2"
"NONE_5770_Karczmarka","Weil es ein Bier ist, das auf dem Saft von Nadelbäumen gemacht wird, einem alten Rezept.","Bo to piwo na bazie soku z igieł drzew iglastych, stara receptura.","DIA_Karczmarka_KARCZMARKA2_03_05","DIA_Karczmarka_KARCZMARKA2"
"NONE_5000_Kaly","Aber sie haben dich gebissen, überlege doch mal, warum wir das tun.","Ale cię pogryzły, myśl jednak o tym, po co to robimy.","DIA_Kalycity_REBELQUEST1_03_01","DIA_Kalycity_REBELQUEST1"
"PC_HERO","Ich erinnere mich die ganze Zeit. Ich bin in den Arenen nicht aufzuhalten.","Cały czas pamiętam. Jestem na arenach niepowstrzymany.","DIA_Kalycity_REBELQUEST1_15_02","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Hier geht es nicht anders: Entweder du gewinnst oder du stirbst. Ich bin mir jedoch nicht sicher, ob der König dem Kampf zustimmen wird.","Tu się nie da inaczej: albo wygrywasz, albo giniesz. Jednak nie jestem pewny, czy król zgodzi się na walkę.","DIA_Kalycity_REBELQUEST1_03_03","DIA_Kalycity_REBELQUEST1"
"PC_HERO","Warum? Ich habe das Recht, ihn herauszufordern!","Jak to? Przecież będę miał prawo go wyzwać!","DIA_Kalycity_REBELQUEST1_15_04","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Er könnte seinen Vater töten, er könnte das Gesetz missachten…","Potrafił zabić ojca, potrafi zlekceważyć prawo…","DIA_Kalycity_REBELQUEST1_03_05","DIA_Kalycity_REBELQUEST1"
"PC_HERO","Was ist mit seiner Armee, seinen Wachen und seiner Aristokratie? Sie werden den Respekt vor ihm verlieren!","A co z jego armią, strażą i arystokracją? Przecież stracą do niego szacunek!","DIA_Kalycity_REBELQUEST1_15_06","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Wenn er dich nicht in der Hand gehabt hätte, hättst du ihn schon gestürzt. Aber lass mich ausreden. Während meiner Abwesenheit war ich damit beschäftigt, eine Rebellion zu organisieren.","Gdyby nie trzymał ich w garści, już by go obalili. Ale daj dokończyć. Gdy mnie nie było, byłem zajęty organizowaniem rebelii.","DIA_Kalycity_REBELQUEST1_03_07","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Ich versammle die Menschen. Die Gladiatoren Bucht war es auch, als ich auf dich stieß. Und ich wende mich besonders an einflussreiche Leute.","Zbieram ludzi; podobnie było na Wybrzeżu Gladiatorów, gdy trafiłem na ciebie. A szczególnie docieram do wpływowych ludzi.","DIA_Kalycity_REBELQUEST1_03_08","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Und einer davon ist in der Stadt. Genauer gesagt im Gefängnis. Er war der Kommandant der Garde, er erregte Respekt bei seinen Schülern. Er ist eine Autorität für dich.","I jeden z nich jest w mieście. A konkretnie to w więzieniu. Był dowódcą straży, wzbudzał respekt wśród wychowanków. Jest dla nich autorytetem.","DIA_Kalycity_REBELQUEST1_03_09","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Und er war nicht naiv. Er glaubte, ich sollte den Thron besteigen, und Rezenhart hat gelogen. Um es nicht zu verbreiten, verurteilte ihn der König zu lebenslanger Haft und Folter im Gefängnis.","I nie był naiwny. Wierzył, że to ja powinienem przejąć tron, a Rezenhart skłamał. Aby tego nie rozgłaszał, król skazał go na dożywocie i tortury w więzieniu.","DIA_Kalycity_REBELQUEST1_03_10","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Ich muss ihn da rausholen. Ich kann es nicht selbst machen, es wäre zu riskant.","Trzeba go z stamtąd wyciągnąć. Nie mogę zrobić tego osobiście, byłoby to zbyt ryzykowne.","DIA_Kalycity_REBELQUEST1_03_11","DIA_Kalycity_REBELQUEST1"
"PC_HERO","In zwei Tagen ist mein nächster Kampf, wenn ich es nicht schaffe, werden sie mich töten.","Za dwa dni moja kolejna walka, jeśli na nią nie zdążę, zabiją mnie.","DIA_Kalycity_REBELQUEST1_15_12","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Wir müssen damit auskommen. Es gelang mir, die Ausrüstung des Gefängniswärters und das Dokument von einem von ihnen zu bekommen. Er sah aus wie du, sein Name war Ralf.","Musimy się z tym wyrobić. Zdążyłem załatwić ekwipunek strażnika więziennego i dokument jednego z nich. Był podobny do ciebie, nazywał się Ralf.","DIA_Kalycity_REBELQUEST1_03_13","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Er soll heute Nacht Dienst haben, bis zum Morgen.","Zgodnie z harmonogramem ma dziś w nocy stawić się na służbę, do rana.","DIA_Kalycity_REBELQUEST1_03_14","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Komme heute Abend zu dem Tor, durch das wir eingetreten sind.","Przyjdź dziś wieczorem do bramy przez którą tu weszliśmy.","DIA_Kalycity_REBELQUEST1_03_15","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Lege aber nicht deine Ausrüstung an, wir müssen so wenig Misstrauen wie möglich erregen. Du hast die gleiche Ausrüstung wie er.","Nie rób jednak żadnych zapasów, musimy wzbudzać jak najmniej podejrzeń. Będziesz miał ten ekwipunek, co on.","DIA_Kalycity_REBELQUEST1_03_16","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Ich werde deine Ausrüstung aufbewahren, während du im Gefängnis bist.","Przechowam twoje toboły, gdy będziesz w więzieniu.","DIA_Kalycity_REBELQUEST1_03_17","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Denke daran, es gibt nur ein Ziel: Bring ihn lebend da raus. Und möglichst wenig Lärm machen.","Pamiętaj, cel jest jeden: wyciągnąć go stamtąd, żywego. I zrobić przy tym jak najmniej hałasu.","DIA_Kalycity_REBELQUEST1_03_18","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Tu so, als wärst du wirklich dieser Ralf. Ich weiß nur, dass er in letzter Zeit eine lange Pause gemacht hat. Höre, was sie zu dir sagen und was sie von Ralf erwarten würden.","Udawaj, że naprawdę jesteś tym Ralfem. Wiem tylko, że miał ostatnio długą przerwę od służby. Słuchaj co do ciebie mówią, i czego by się po Ralfie spodziewali.","DIA_Kalycity_REBELQUEST1_03_19","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Schwäche die Wachen und vermeide den direkten Kampf mit den Wachen. Vermeide es, sie so weit wie möglich zu kämpfen.","Osłabiaj straż i unikaj bezpośredniej walki ze strażnikami. Ile się tylko będzie dało, odwlekaj z nimi starcie.","DIA_Kalycity_REBELQUEST1_03_20","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Stelle zunächst fest, wo sich der Hauptmann der Wache genau befindet, auf welchem Weg er herausgeführt werden kann und wie du ihn befreien kannst. Vielleicht helfen dir die anderen Gefangenen.","Na początek ustal, gdzie kapitan straży dokładnie jest, którędy można go wyprowadzić i jak go uwolnić. Może inni więźniowie ci pomogą.","DIA_Kalycity_REBELQUEST1_03_21","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Schlaf lieber ein bisschen. Wir haben zu lange geredet… toller Kampf, ich könnte noch lange darüber reden!","Lepiej się wyśpij. Za długo już gadamy… świetna walka, długo by o tym można było mówić!","DIA_Kalycity_REBELQUEST1_03_22","DIA_Kalycity_REBELQUEST1"
"PC_HERO","Ich bin hier, um eine gute Show zu bieten!","Jestem tu po to, by dać widowisko!","DIA_Kalycity_REBELQUEST1_15_23","DIA_Kalycity_REBELQUEST1"
"NONE_5000_Kaly","Das ist kein Scherz, der Hauptmann wird gefoltert. Wir können nicht mehr warten.","To nie są żarty, kapitan jest torturowany. Nie możemy czekać.","DIA_Kalycity_REBELQUEST2_03_01","DIA_Kalycity_REBELQUEST2"
"NONE_5000_Kaly","Folge mir, ich bringe dich zum Kerkereingang.","Chodź za mną, zaprowadzę cię do wejścia do lochów.","DIA_Kalycity_REBELQUEST2_03_02","DIA_Kalycity_REBELQUEST2"
"NONE_5000_Kaly","Dort wechselst du die Identität.","Tam już się przebierzesz.","DIA_Kalycity_REBELQUEST2_03_03","DIA_Kalycity_REBELQUEST2"
"NONE_1500_Naczelnik","Ralf, du siehst heute irgendwie nicht gut aus.","Ralf, niewyraźnie dziś wyglądasz.","DIA_Naczelnik_HELLO_RALF_03_01","DIA_Naczelnik_HELLO_RALF"
"PC_HERO","Tagsüber ist es schwer zu schlafen.","Ciężko się śpi w dzień.","DIA_Naczelnik_HELLO_RALF_15_02","DIA_Naczelnik_HELLO_RALF"
"NONE_1500_Naczelnik","Du hast eine seltsame Stimme… Aber egal, die Arbeit wartet.","Dziwny masz głos… Ale mniejsza, robota czeka.","DIA_Naczelnik_HELLO_RALF_03_03","DIA_Naczelnik_HELLO_RALF"
"NONE_1500_Naczelnik","Sammel die Essensrationen beim Koch und verteile sie an die Gefangenen.","Odbierz racje żywnościowe od kucharza i rozdaj więźniom.","DIA_Naczelnik_HELLO_RALF_03_04","DIA_Naczelnik_HELLO_RALF"
"PC_HERO","Aye, Aye, Sir!","Tak jest!","DIA_Naczelnik_HELLO_RALF_15_05","DIA_Naczelnik_HELLO_RALF"
"NONE_1523_Kucharz","Ralf! Wie läuft's da draußen? Wir haben dich in den letzten zwei Wochen vermisst!","Ralf! I jak tam na wolności? Brakowało nam ciebie przez te dwa tygodnie!","DIA_Kucharz_COOK_HELLO_RALF_03_01","DIA_Kucharz_COOK_HELLO_RALF"
"PC_HERO","Es dreht sich alles um ein Gladiatorenturnier…","Na wolności? Wszystko skupia się wokół turnieju gladiatorów…","DIA_Kucharz_COOK_HELLO_RALF_15_02","DIA_Kucharz_COOK_HELLO_RALF"
"NONE_1523_Kucharz","Oh ja, zu schade, dass ich hier sitzen und Essen für diese Banditen kochen muss. Ja, ich würde mir gerne ein paar Kämpfe ansehen, eh…","No tak, szkoda, że muszę tutaj siedzieć i pichcić jadło dla tych bandytów. Tak to bym pooglądał kilka walk, ech…","DIA_Kucharz_COOK_HELLO_RALF_03_03","DIA_Kucharz_COOK_HELLO_RALF"
"NONE_1523_Kucharz","Übrigens, bist du gekommen, um Rationen für alle zu holen?","A propo, przyszedłeś po racje dla nich?","DIA_Kucharz_COOK_HELLO_RALF_03_04","DIA_Kucharz_COOK_HELLO_RALF"
"PC_HERO","Ja, gib sie mir, ich will es hinter mich bringen.","Tak, daj mi je, chcę mieć już to za sobą.","DIA_Kucharz_COOK_HELLO_RALF_15_05","DIA_Kucharz_COOK_HELLO_RALF"
"NONE_1523_Kucharz","Hier, nimm es dir bloß schnell. Das Essen riecht nach alten Socken.","Masz, zabierz to ode mnie, bo śmierdzi starą skarpetą.","DIA_Kucharz_COOK_HELLO_RALF_03_06","DIA_Kucharz_COOK_HELLO_RALF"
"PC_HERO","Eine der Zutaten?","Jeden ze składników?","DIA_Kucharz_COOK_HELLO_RALF_15_07","DIA_Kucharz_COOK_HELLO_RALF"
"NONE_1523_Kucharz","Aber natürlich, hehe!","Ależ skąd, hehe!","DIA_Kucharz_COOK_HELLO_RALF_03_08","DIA_Kucharz_COOK_HELLO_RALF"
"PRI_1501_GUARD_NACZELNIK","Warum läufst du hier mit dem Essen herum? Das musst du an die Gefangenen verteilen.","Gdy ty leziesz z tym jedzeniem? Trzeba je rozdać więźniom.","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_03_01","DIA_GuardGate_Nadzorca_WHEREAREYOUGO"
"PC_HERO","Ich dachte, du wärst hungrig.","Myślałem, że jesteście głodni.   ","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_15_02","DIA_GuardGate_Nadzorca_WHEREAREYOUGO"
"PRI_1501_GUARD_NACZELNIK","Du solltest Essen an die Gefangenen verteilen. Was machst du hier?","Miałeś rozdać jedzenie więźniom. Co tu robisz?","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_03_03","DIA_GuardGate_Nadzorca_WHEREAREYOUGO"
"PC_HERO","Ich war das Essen holen.","Szedłem po jedzenie.","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_15_04","DIA_GuardGate_Nadzorca_WHEREAREYOUGO"
"PRI_1501_GUARD_NACZELNIK","Im Zimmer des Direktors?","Do pokoju naczelnika?","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_03_05","DIA_GuardGate_Nadzorca_WHEREAREYOUGO"
"PRI_1501_GUARD_NACZELNIK","Sehr lustig!","Bardzo śmieszne!","DIA_GuardGate_Nadzorca_WHEREAREYOUGO_03_06","DIA_GuardGate_Nadzorca_WHEREAREYOUGO"
"PRI_1509_LANKO","Der Wärter befahl dir, Essen an die Gefangenen zu verteilen.","Naczelnik rozkazał ci rozdać jedzenie więźniom.","DIA_Lanko_WHEREAREYOUGO_03_01","DIA_Lanko_WHEREAREYOUGO"
"PC_HERO","Ich dachte, du wärst hungrig.","Myślałem, że jesteś głodny.","DIA_Lanko_WHEREAREYOUGO_15_02","DIA_Lanko_WHEREAREYOUGO"
"PRI_1509_LANKO","Ich stehe nur ein paar Meter vom Koch entfernt. Sehr lustig.","Mając kilka metrów do kucharza? Bardzo śmieszne.","DIA_Lanko_WHEREAREYOUGO_03_03","DIA_Lanko_WHEREAREYOUGO"
"PRI_1509_LANKO","Der Aufseher hat dir befohlen, die Schlangen zu töten.","Naczelnik rozkazał ci zabić węże.","DIA_Lanko_WHEREAREYOUGO_03_04","DIA_Lanko_WHEREAREYOUGO"
"PC_HERO","Ich habe eine Schlange am Eingang zum Raum gehört…","Usłyszałem przy wejściu do pokoju jakąś żmiję…","DIA_Lanko_WHEREAREYOUGO_15_05","DIA_Lanko_WHEREAREYOUGO"
"PRI_1509_LANKO","Sehr lustig.","Bardzo śmieszne.","DIA_Lanko_WHEREAREYOUGO_03_06","DIA_Lanko_WHEREAREYOUGO"
"NONE_1514_Prison_guard","Du solltest Essen verteilen, wo gehst du hin?","Miałeś jedzenie rozdawać, gdzie ty idziesz?","DIA_TOKATGUARD_MEAL_03_01","DIA_TOKATGUARD_MEAL"
"PC_HERO","Ich hatte mich verlaufen.","Zagapiłem się.","DIA_TOKATGUARD_MEAL_15_02","DIA_TOKATGUARD_MEAL"
"PC_HERO","Für dich.","Dla ciebie.","DIA_NONE_2300_Prisoner_FOOD_15_01","DIA_NONE_2300_Prisoner_FOOD"
"NONE_2300_Prisoner","(gierig) Gib her!!","Dawaj!","DIA_NONE_2300_Prisoner_FOOD_03_02","DIA_NONE_2300_Prisoner_FOOD"
"PC_HERO","Eine Portion für dich.","Porcja dla ciebie.","DIA_NONE_2301_Prisoner_FOOD_15_01","DIA_NONE_2301_Prisoner_FOOD"
"NONE_2301_Prisoner","Es ist seltsam, dass du es mir nicht wie früher ins Gesicht wirfst, komm schon!","Aż dziwne, że nie rzucasz mi tym w twarz jak masz to w zwyczaju, dawaj!","DIA_NONE_2301_Prisoner_FOOD_03_02","DIA_NONE_2301_Prisoner_FOOD"
"PC_HERO","Verstehe, du isst heute vom Boden.","Łap, dzisiaj jesz z podłogi.","DIA_NONE_2301_Prisoner_FOOD_15_03","DIA_NONE_2301_Prisoner_FOOD"
"PC_HERO","Für dich.","Dla ciebie.","DIA_NONE_2302_Prisoner_FOOD_15_01","DIA_NONE_2302_Prisoner_FOOD"
"NONE_2302_Prisoner","Danke Junge, vielen Dank!","Dzięki, chłopcze, piękne dzięki!","DIA_NONE_2302_Prisoner_FOOD_03_02","DIA_NONE_2302_Prisoner_FOOD"
"NONE_2304_Prisoner","Hol mich hier raus, ich kann diesen Verrückten nicht ausstehen!","Zabierzcie mnie stąd, nie wytrzymam z tym szaleńcem!","DIA_NONE_2304_Prisoner_FOOD_03_01","DIA_NONE_2304_Prisoner_FOOD"
"PC_HERO","Vielleicht stirbt bald einer von euch, dann hast du Ruhe.","Może niedługo ktoś z was umrze i będziecie mieli spokój.","DIA_NONE_2304_Prisoner_FOOD_15_02","DIA_NONE_2304_Prisoner_FOOD"
"NONE_2304_Prisoner","Gute Idee!","Dobra myśl!","DIA_NONE_2304_Prisoner_FOOD_03_03","DIA_NONE_2304_Prisoner_FOOD"
"PC_HERO","Das ist kein Hotel!","To nie hotel!","DIA_NONE_2304_Prisoner_FOOD_15_04","DIA_NONE_2304_Prisoner_FOOD"
"NONE_2305_Prisoner","Zwei Portionen, bitte. Die andere ist für meinen hängenden Kollegen da.","Proszę o dwie porcje. Druga dla wiszącego kolegi.","DIA_NONE_2305_Prisoner_FOOD_03_01","DIA_NONE_2305_Prisoner_FOOD"
"PC_HERO","Eh…Eine muss reichen.","Jedna musi wystarczyć.","DIA_NONE_2305_Prisoner_FOOD_15_02","DIA_NONE_2305_Prisoner_FOOD"
"PC_HERO","Nimm.","Bierz.","DIA_Prisoner_FOOD_15_01","DIA_Prisoner_FOOD"
"PC_HERO","Essen.","Posiłek.","DIA_Prisoner_FOOD_15_02","DIA_Prisoner_FOOD"
"PC_HERO","Hier für dich.","Trzymaj.","DIA_Prisoner_FOOD_15_03","DIA_Prisoner_FOOD"
"PRI_1524_DARYL","Hey! Ralf, du kennst die Regeln, gib mir das Essen und ich gebe es ihm!","Hej! Ralf, znasz zasady, dawaj to jadło i ja mu je przekażę!","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES_03_01","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES"
"PC_HERO","Hallo Daryl, was ist los? ist dir kalt?","Cześć Daryl, co się dzieje? Przeziębiony jesteś?","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES_15_02","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES"
"PRI_1524_DARYL","Wie jeden Monat… In dieser Zelle ist es immer am kältesten und ich bekomme immer wieder eine Erkältung…","Ta, jak co miesiąc… Przy tej celi zawsze jest najzimniej i ciągle łapie jakiś katar…","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES_03_03","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES"
"PC_HERO","Der Hauptmann der Wache ist hier eingesperrt?","Tutaj zamknięty jest kapitan straży?","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES_15_04","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES"
"PRI_1524_DARYL","Nein, Prinzessin Fiona!","Nie, Księżniczka Fiona!","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES_03_05","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES"
"PRI_1524_DARYL","Natürlich. Ich schätze, du warst zu lange draußen und die Sonne überhitzt dein Gehirn, huh?","Oczywiście, że tak! Chyba za długo na zewnątrz przebywałeś i słońce ci mózg przegrzało, co?","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES_03_06","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES"
"PC_HERO","Tut mir leid, ich fühle mich so unwohl nach so einer Pause.","Przepraszam, czuję się tak nieswojo po takiej przerwie.","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES_15_07","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES"
"PRI_1524_DARYL","Ja… Gib mir es, ich gebe es ihm weiter.","Taa… Daj mi tę rację, ja mu to przekażę.","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES_03_08","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES"
"PRI_1524_DARYL","Oder ich nehme es selbst.","Albo sam zjem.","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES_03_09","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES"
"PC_HERO","Ich empfehle das Essen nicht, es sei denn, du möchtest alte Socken essen.","Nie radzę, chyba, że chcesz najeść się starych skarpet.","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES_15_10","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES"
"PRI_1524_DARYL","Du sitzt schon zu lange da…","Ty naprawdę za długo tam siedziałeś…","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES_03_11","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES"
"PC_HERO","Em, gut, dann gehe ich, Verantwortlichkeiten, weißt du…","Em, no dobra, to ja pójdę, obowiązki, wiesz…","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES2_15_01","DIA_PRISON_IMPORTANT_GUARD_DOYOUKNOWRULES2"
"PRI_1516_SKID","Der Aufseher ruft, die Schlangen in der Kanalisation müssen sofort getötet werden!","Naczelnik natychmiast wzywa do siebie, trzeba wybić węże w kanałach!","DIA_DO_WEZY_TeamGuard_SwampsharkGoDozorca_03_01","DIA_DO_WEZY_TeamGuard_SwampsharkGoDozorca"
"PC_HERO","Ich eile!","Pędzę!","DIA_DO_WEZY_TeamGuard_SwampsharkGoDozorca_15_02","DIA_DO_WEZY_TeamGuard_SwampsharkGoDozorca"
"NONE_1500_Naczelnik","Wir müssen das Schlangenproblem ein für alle Mal lösen. Eine betrat kürzlich das Büro des Henkers.","Trzeba raz na zawsze rozwiązać problem węży. Jeden wszedł ostatnio do gabinetu kata.","DIA_Naczelnik_GO_SHARKS_03_01","DIA_Naczelnik_GO_SHARKS"
"NONE_1500_Naczelnik","Zugegeben, er hatte großen Spaß mit ihr, aber sie könnte ihn am Ende überraschen.","Co prawda, miał z nim świetną zabawę, ale mogą go w końcu zaskoczyć.","DIA_Naczelnik_GO_SHARKS_03_02","DIA_Naczelnik_GO_SHARKS"
"NONE_1500_Naczelnik","Geh und töte alle Schlangen in der Kanalisation. Sammle und bringe alle ihre Eier zurück. Ralf übernimmt die Leitung.","Idźcie zabić wszystkie węże w kanałach. Zbierzcie i przynieście wszystkie ich jaja. Ralf będzie dowodził.","DIA_Naczelnik_GO_SHARKS_03_03","DIA_Naczelnik_GO_SHARKS"
"PC_HERO","Irgendein Rat?","Jakieś porady?","DIA_Naczelnik_GO_SHARKS_15_04","DIA_Naczelnik_GO_SHARKS"
"NONE_1500_Naczelnik","Wie du willst Tipps? Du sollst selber nachdenken! Wundere dich nicht.","Jak porady? Macie myśleć! Nie dajcie się zaskoczyć.","DIA_Naczelnik_GO_SHARKS_03_05","DIA_Naczelnik_GO_SHARKS"
"PRI_1501_GUARD_NACZELNIK","Ich habe gehört, dass du die Kanalisation von Schlangen befreien sollst!","Słyszałem, że macie wyczyścić kanał z węży!","DIA_GuardGate_Nadzorca_WHEREAREYOUGOSHARKS_03_01","DIA_GuardGate_Nadzorca_WHEREAREYOUGOSHARKS"
"PC_HERO","Genau","Idę.","DIA_GuardGate_Nadzorca_WHEREAREYOUGOSHARKS_15_02","DIA_GuardGate_Nadzorca_WHEREAREYOUGOSHARKS"
"NONE_1517_Prison_guard","Du sollst Schlangen jagen.","Miałeś polować na węże.","DIA_1517_Prison_guard_WHEREAREYOUGO_03_01","DIA_1517_Prison_guard_WHEREAREYOUGO"
"PC_HERO","Ich gehe ja schon.","Tak, już idę.","DIA_1517_Prison_guard_WHEREAREYOUGO_15_02","DIA_1517_Prison_guard_WHEREAREYOUGO"
